month,industry,industry_idx,revenue,ebitda_margin,leverage,interest_cover,relationship_years,repayment_score,previous_accept,market_rate,funding_spread,liquidity_pressure,capital_pressure,sector_pressure,pd_true,lgd_true,amount,tenor_years,reservation_rate,offered_rate,accepted,default
5,energy,1,10.8774756323513,0.2325753209111531,0.8188604137573814,3.882462896324032,5.379490458311574,0.7260078296219336,0.8477644630446067,0.09552853416439118,0.018390579525478436,0.5372640459598198,0.6136390681133242,0.3605642713832392,0.0008408216095826934,0.2019236382550711,6.438612975653797,7,0.1413929315187545,0.13966805386254147,0,0
46,retail,2,26.60279663103273,0.11986574512317971,2.48572675633597,3.0515191114284423,1.1480424373846998,0.9323338087762508,0.9646289552575995,0.11453811556318756,0.0109125034772901,0.5861263076087754,0.30958542718042464,0.4505013029629499,0.0030919757274582398,0.46674748047411996,2.3649914899040927,3,0.15749547532558028,0.15101199552115907,1,0
39,services,5,23.45068652262304,0.17654832825876035,1.7062475315146386,2.2683342891526577,4.968145730656288,0.7454455419537561,0.7406796937654424,0.08553092645781653,0.020520478294787422,0.504506590891643,0.5665141358505716,0.6467016876695599,0.002628828752197442,0.36610578860403903,9.223920639848828,7,0.13973835066170448,0.13208047167277887,1,0
26,manufacturing,0,30.884452436281062,0.08284793901000131,0.5387524715308346,4.451279404345708,6.418513105523622,0.7717033619816399,0.800209290742977,0.08875564700498072,0.011085221538243893,0.35492787749167154,0.05162062669316425,0.3454561118936156,0.0005961791284982463,0.2694272578843101,5.559501283908073,1,0.13126607281611827,0.12423804044692835,0,0
25,manufacturing,0,70.44985727829922,0.18800685812692308,0.16484076724689659,6.678886259150376,3.289600687098958,0.890509336179119,0.7117942265004572,0.08343016898204718,0.004082243302206692,0.3403115407052543,0.13407553024555013,0.18733881295911464,0.00017726430088611358,0.30099814731211527,3.9887516188963033,7,0.12221426258096972,0.11066921983101843,1,0
51,energy,1,86.47713769745944,0.19610555854079084,1.3296220802650536,4.301435831268032,3.022641193786574,0.610028173475116,0.905522371322539,0.1255868172236927,0.008350312300586707,0.729507764044698,0.40939183306318094,0.28812663007071465,0.0011867890775920627,0.25877427992320073,4.8188840410283005,7,0.16659149249965907,0.158588078684102,1,0
5,transport,3,23.2013833378021,0.10309370140047162,3.920766346285904,2.022531868126891,6.042108846961908,0.74408143199679,0.5759302944995329,0.09350344446965331,0.017770912173502972,0.2766608137705439,0.6508420823514152,0.5887585149446154,0.010120628141993663,0.35652555867638636,5.819287879445454,1,0.1292350350378468,0.13902066583460446,1,0
41,telecom,4,27.90437355535879,0.1856377212755147,1.5707490372666688,1.6032800248908747,5.354253538091582,0.8743884056230934,0.7201878842984095,0.09980941623571733,0.016475283383993997,0.7143141790257559,0.49020199916209023,0.5864655363558134,0.003587207600036608,0.1896223910849015,8.21425333687012,3,0.12641305098899167,0.12824961988419467,1,0
12,transport,3,137.1374482826262,0.1721744408311251,3.324118921168586,2.814971350674418,6.926307853871865,0.9161942930282708,0.7578599022173054,0.10226028998748321,0.01283702005910724,0.5593225758790045,0.43736811094311884,0.5774151082354674,0.004320708392751092,0.39868061844290376,14.44589999188733,3,0.16158703579096245,0.14407650521755733,1,0
5,retail,2,232.64160850524257,0.14313905947824698,4.674786927489544,0.7420569046961892,0.8733938703250682,0.6164652343592744,0.820495723185224,0.09193287033627474,0.020935626091292354,0.4737233168131717,0.4874757065964345,0.47876637386272225,0.047331233020213435,0.6629298142138174,23.245493411745798,3,0.1727313126949302,0.15942334414359868,1,0
31,services,5,158.78154549207255,0.1438946402125718,1.7852325853812616,2.158074649720673,2.6609606536131687,0.7888653358647899,0.6070571595666578,0.08514852706238654,0.013843738978632959,0.20121661821950565,0.16062350842142203,0.552078786941115,0.0021373384013306965,0.33276399695134684,10.618761531078178,3,0.14732155198496025,0.12126920005245564,1,0
58,energy,1,13.472068586099528,0.21582357257556517,2.592292979405829,0.9256279570051109,13.000255796897541,0.6979366461558503,0.7701131806486795,0.13120381011764928,0.007050987949870498,0.34410727748484154,0.45808715307363257,0.18997011895755012,0.0036980407071129924,0.36004884434568246,7.5390801187031204,3,0.16158377283646747,0.16310119159403574,0,0
44,services,5,150.0541263034625,0.18226691768484318,0.4721978841607811,4.3772992385498695,2.728198901839407,0.7452259223744123,0.7713678900499463,0.1028155061186131,0.010190915427787326,0.7830504153079578,0.3594501927178986,0.8878961443174008,0.0005184795076831779,0.18316633547971395,0.4987984325777136,7,0.14962387904649335,0.13253583417783107,1,0
45,energy,1,263.91722914930705,0.2566113972185111,2.3212022914390933,2.3836152789748573,4.386945570822027,0.826400971875764,0.8115200872037127,0.10737344683387878,0.011669444514913505,0.6405438734568906,0.7245346546905879,0.32373492778734025,0.004004045832928486,0.3919092622626155,6.148781411086903,5,0.14214244975352303,0.14015545259133655,0,0
43,energy,1,12.915693284892097,0.09709081303210326,2.9637766123042706,0.8627285290538868,5.585595216017316,0.9675302012677651,0.586546109433257,0.1048791883959367,0.01840173625516256,0.7112666690186114,0.5645717271611441,0.21312285576847906,0.010221336639886582,0.4724791236674398,3.030845683291943,5,0.14771685872197637,0.15376942654748307,0,0
47,services,5,137.0430997833364,0.16499505106046242,1.156489207039732,3.1367398568954252,2.689851962236758,0.6891087640373239,0.9112900600895698,0.11310631665188953,0.007092436712215487,0.7354392754294026,0.5803750739431929,0.772302024135908,0.0017737780604783885,0.26115580175791325,6.893582864313476,7,0.16165337841185282,0.15049144115491078,1,0
30,transport,3,66.11754367812458,0.13084723636792567,1.2800596468845313,1.8383112732608213,2.9605679256248765,0.9873758459559859,0.8468048733600733,0.07664675525036374,0.013544349681420357,0.5197156081278739,0.1058553425659634,0.34855437310159065,0.0025458104788045628,0.24775122864958007,9.293952920162319,3,0.11749681426785957,0.12352060509097666,1,0
7,retail,2,41.34423312631382,0.18483729766015267,3.25674098632364,2.129793529856975,6.483207844139533,0.8659276406798077,0.71043259889333,0.10633362082991181,0.019918439928832177,0.5800819034977016,0.3690248405087664,0.5318483939624186,0.006746674360241705,0.42593813505198097,10.741385059134277,1,0.15663144171692264,0.1475022670615188,1,0
50,energy,1,59.75515245121212,0.20153405396303842,0.9659451251640414,3.22666230494883,6.040981230111395,0.8892355201137792,0.6430357388559347,0.12057101304499049,0.009114209125223123,0.7756908165251507,0.4402136336551902,0.19660865288262466,0.0009300223453729986,0.25224298348329593,8.52603755404984,2,0.17415587013641248,0.15716335104228008,1,0
27,retail,2,79.58069069091209,0.0854470175026734,1.8166607288283227,2.6866588707290084,0.8444975334736216,0.8743809459013424,0.8777117111200319,0.08040176614568692,0.008066936965407239,0.23060587479162215,0.37369793371520377,0.23650409385086307,0.002739545557020803,0.37049663695243396,10.50623717308053,3,0.13472204208602911,0.12153127711219579,0,0
30,telecom,4,146.04974669840448,0.22744129085942374,1.5222535585160566,2.3377433003507746,1.5644549992719046,0.9211551247781906,0.8573422973638121,0.07851546491869026,0.012079084310048753,0.12494636117466033,0.10800543140902491,0.7040973792860499,0.003545574511122398,0.30005406775623733,3.0572956026466684,3,0.12183877482535616,0.10903011863460328,0,0
22,manufacturing,0,139.78595363478857,0.3530232964311407,4.334725066630668,1.4794998898524654,2.481653459745268,0.9446309547064757,0.7006496762228214,0.09348262691176709,0.0050881408778367795,0.3190217069479427,0.0,0.20808130795013818,0.021760180766956884,0.5393916801336109,3.9328792454313826,3,0.14591416372334198,0.1280099495205618,1,1
10,energy,1,15.166844749305312,0.19364961541856804,2.3574123819346093,1.4601200552457563,4.05565506824806,0.6349819304999462,0.41005798727754916,0.11028998394734055,0.010771693666096429,0.6414692897402138,0.5311599080823903,0.27821695306508243,0.006160361120625119,0.366190541969828,3.4939453153426676,2,0.14264771789873482,0.15000832855342516,0,0
55,energy,1,31.457221827827635,0.11057493353186659,1.2709972696669998,2.196020600082532,1.3891384400192202,0.7036503604621063,0.3897318646103516,0.13368222250971942,-0.0031605276777324073,0.5031144933167492,0.34735690352330206,0.38645953365359653,0.0020424593834439246,0.32228735047308155,22.18630485497911,1,0.16427766402257923,0.15668970757174056,1,0
46,retail,2,59.1177189657319,0.156640764643597,1.5467361623340539,2.844454111609143,1.1962166219471486,0.8361076717590469,0.2651119459794469,0.11544983096617777,0.013595461490780503,0.8128635045639591,0.8696435523036214,0.4181409515708756,0.0032938689590205905,0.3341388602393164,1.916729559959797,5,0.17342288222650537,0.15446359029435552,1,0
38,telecom,4,207.76049011292224,0.15406626705118537,0.1911005431361396,6.910156475774807,3.0528363885288523,0.8666487332018996,0.5000590848566269,0.0889878509916982,0.024609745445218087,0.36232928629914135,0.49268402508880593,0.7490101633586801,0.00016793109762506755,0.18819608831132778,7.2380178224394776,1,0.14608472067093387,0.14071084826893365,0,0
24,energy,1,5.374320816781644,0.12661725735037138,3.2837672809297693,0.26668280836912794,1.1789023164091272,0.8608761496247241,0.9568994666597217,0.09157966803106378,0.007663299391278065,0.18345722962542416,0.13263014944587262,0.19134410129994656,0.01518936628507138,0.3739683776566929,5.6427454716470935,2,0.13946520677872595,0.13014999969384855,0,0
49,telecom,4,32.4853722924892,0.237817851798801,2.0106256506576616,1.4526439917540919,2.221434208460796,0.7545862844624893,0.7810076453989326,0.11558833201114885,0.009925818560700878,0.6526569311833204,0.6447363823127321,0.44517352410739375,0.004877309000299754,0.39968183733518914,8.014300365107902,1,0.16100399504230847,0.15866710863394687,1,0
32,services,5,14.89898258078113,0.03414791620173341,1.0875709191188423,4.156045918261922,1.7869557265211216,0.8845400066104592,0.7710651712169115,0.0776237695431896,0.014337442556451975,0.17723249412854383,0.2510276503268611,0.6987089528371747,0.0011879395986275688,0.2121971171128272,1.3846021334648706,5,0.12279313059566242,0.10585828087367301,0,0
26,retail,2,17.047934890766218,0.2017978911898456,2.046400830772631,2.331109857715442,7.42193983540543,0.8287747159592758,0.8954726029291067,0.08073499030923999,0.009476508707316257,0.28070722655191555,0.21183666121077563,0.17925812249437845,0.003011022910760105,0.27157755727436994,3.575967891276189,5,0.11967453138038679,0.11035757718524207,1,0
27,services,5,126.20086838761411,0.28323832339595,2.3558025880934683,2.2122249358574337,2.2769816637595404,0.6929880201949393,0.7040482847135227,0.08586924223599235,0.012397518601425569,0.1237756834032489,0.32891529676099224,0.641497918864994,0.0044303554161253525,0.36148332307520686,2.9747385085283025,7,0.12288764958010748,0.1288042046932782,1,0
13,services,5,34.740190555867905,0.27808010745119816,1.6667852784758777,4.325185377090392,4.693074949460833,0.6899557622244016,0.6653686532271086,0.11320022428249958,0.009697065062917901,0.4925533460361441,0.3768319191576991,0.5445789410222727,0.0010650401031281015,0.24718153891999745,2.0636743274099456,3,0.13910247564281666,0.13380928173965806,1,0
5,telecom,4,7.51091068580992,0.2619605146641396,1.7230219520143968,2.265385514131931,0.8653234802603506,0.794169902237805,0.3831553365272697,0.09301632211008802,0.0221075187547428,0.6750787967114925,0.5309995028030858,0.48975421840728617,0.0036119458211979496,0.3089373272640097,4.082033743608956,3,0.15408541212707236,0.1468594679382858,1,0
